Plot,Repeat,N,d15N,C,d13C,CN
2003,1,2.21,1.59,41.75,-13.76,18.86655704
2003,2,2.65,1.57,42.3,-14.15,15.94499975
2003,3,2.77,1.25,43.27,-13.65,15.64987314
2004,Pooled,3.14,0.34,43.67,-13.17,13.91262049
2005,3,3.94,1.2,42.23,-14.64,10.71702979
2005,1 & 2 pooled,4.2,1.32,42.73,-14.29,10.18401497
2006,Pooled,3.3,1.4,42.41,-14.13,12.8511759
2007,Pooled,2.35,1.98,41.46,-13.52,17.66399633
2008,Pooled,3.06,4.64,41.22,-13.65,13.47404471
2009,Pooled,3.79,2.17,41.64,-13.52,10.98380092
2010,Pooled,2.94,4.25,40.66,-13.91,13.82337963
2011,1,2.36,0.73,42.14,-13.72,17.86770387
2011,2,2.69,1.06,42.18,-13.65,15.67402144
2011,3,2.58,1.12,41.68,-13.84,16.14913465
2012,1,3.33,0.53,43.26,-14.16,12.97560421
2012,2,2.53,1.75,41.94,-13.81,16.57376865
2012,3,2.37,1.62,41.08,-13.57,17.30148182
2013,1,2.86,2.22,42.07,-13.81,14.72344984
2013,2,2.97,1.79,44.01,-14.01,14.80477998
2013,3,3.19,2.63,42.77,-14.4,13.40357916
2014,Pooled,3.32,1.76,44.85,-14.35,13.49134546
2015,Pooled,2.56,1.72,39.28,-14.2,15.34176995
2016,Pooled,3.27,5.91,43.82,-13.89,13.38529448
2017,Pooled,2.34,2.19,44.24,-13.97,18.94168774
2018,Pooled,2.91,2.07,40.44,-14.26,13.90569008
2019,Pooled,2.32,1.8,41.89,-13.95,18.09052627
2020,Pooled,3.58,0.73,42.93,-13.76,11.98431653
2022,Pooled,2.1,0.78,40.38,-13.79,19.21030992
2023,Pooled,2.67,1.53,42.71,-13.51,15.98506454
2024,Pooled,4.13,2.02,42.78,-13.87,10.36107916
2025,1,3.24,3.39,43.94,-14.48,13.57574552
2025,2,2.14,2.9,43.59,-13.32,20.41372106
2025,3,2.25,4.16,42.9,-13.61,19.02673101
2026,1,2.14,2.82,42.75,-14.23,19.95260696
2026,2,2.05,2.34,41.91,-13.61,20.41714756
2026,3,2.88,2.01,42.42,-14.02,14.74230704
2027,2,2.54,1.38,40.99,-13.91,16.11255711
2027,3,3.3,2.61,40.76,-14.28,12.33368004
2027,1,3.19,3.62,40.57,-14.07,12.71870717
2028,Pooled,3.43,0.98,41.76,-14.05,12.16040001
2029,1,2.7,1.02,43.52,-13.86,16.0887119
2029,2,2.66,0.98,44.27,-14.07,16.64257743
2029,3,2.65,2.73,43.9,-14.09,16.56414295
2031,Pooled,2.98,2.51,42.8,-13.5,14.38530733
2032,Pooled,1.8,0.81,40.51,-13.25,22.4565602
2033,1,1.99,1.89,42.41,-13.83,21.2767444
2033,2,2.65,1.14,43.21,-14.17,16.33262387
2033,3,2.84,2.81,42.69,-13.95,15.04736733
2034,1,2.55,1.98,41.45,-13.86,16.25547665
2034,2,2.82,2.47,42.58,-13.77,15.08925235
2034,3,2.86,3.47,41.84,-13.89,14.60844226
2035,Pooled,3.22,0.82,41.39,-13.65,12.84577278
2036,1,2.77,0.41,43.34,-14.02,15.63076722
2036,2,2.72,1.39,44.5,-13.93,16.3438875
2036,3,2.95,1.95,43.41,-14.3,14.73910869
2037,Pooled,2.14,0.91,43.66,-13.48,20.35722502
2038,Pooled,2.71,1.83,42.51,-14.29,15.6678608
2039,1,2.73,1.79,41.4,-14.11,15.17774725
2039,2,1.54,-0.51,40.46,-13.66,26.22560792
2039,3,1.75,0.82,42.16,-13.87,24.08113386
2040,Pooled,4.07,3.7,44.49,-14.32,10.93664893
2041,Pooled,2.77,1.99,41.57,-14.45,15.0035784
2042,Pooled,2.79,2.15,43.11,-13.49,15.4366604
2043,1,2.02,1.06,41.59,-13.58,20.56060621
2043,2,2.3,1.67,42.59,-13.59,18.55046118
2043,3,2.65,1.16,41.5,-13.6,15.63254735
2044,Pooled,1.7,1.67,40.23,-13.33,23.65884157
2045,1,2.33,3.97,42.07,-14.2,18.07680134
2045,2,2.47,0.81,42.86,-13.83,17.3372654
2045,3,3.06,0.63,43.49,-13.69,14.22374253
2048,1,2.29,3.28,43.24,-14.05,18.8950175
2048,2,2.89,2.66,42.63,-13.96,14.73766055
2048,3,1.69,2.96,41.99,-13.78,24.88019929
2049,Pooled,3.04,3.47,42.69,-14.05,14.06270536
2051,Pooled,3.2,2.4,42.08,-14.28,13.13866817
2052,Pooled,4.06,2.54,43.02,-14.55,10.59304744
2053,Pooled,2.62,2.05,41.61,-13.5,15.89235477
2054,1,3.28,0.35,41.09,-13.61,12.51572024
2054,2,3.58,1.52,42,-14.02,11.74185294
2054,3,2.75,3.05,42.45,-13.11,15.43256327
2055,Pooled,3.23,2.12,40.95,-13.96,12.6961928
2056,1,1.88,1.26,41.47,-13.82,22.07773445
2056,2,1.59,1.04,39.59,-14.27,24.90944291
2056,3,1.84,1.46,40.32,-13.94,21.95922918
2057,Pooled,3.01,4.08,41.35,-13.86,13.74723758
2058,Pooled,3.23,2.37,41.12,-13.94,12.73963265
2059,Pooled,3.55,3.12,41.52,-14.16,11.68300089
2060,Pooled,2.56,3.49,42.25,-14.07,16.53195984
2061,Pooled,2.49,1.49,41.32,-13.69,16.61518862
2062,Pooled,2.51,2.06,40.99,-14.08,16.33038012
2063,Pooled,2.38,1.15,40.49,-13.75,16.98490921
2064,1,2.3,3.48,41.14,-13.79,17.90060602
2064,3,2.48,1.93,40.98,-13.98,16.53529904
2065,Pooled,2.29,1.84,41.59,-14.3,18.12416188
2066,Pooled,3.11,2.97,42.36,-14.71,13.63015064
2067,1,2.55,5.44,41.54,-13.86,16.30279162
2067,2,2.4,5.42,41.7,-13.62,17.37028303
2067,3,2.52,5.34,40.86,-14.1,16.21161542
2068,Pooled,2.79,0.42,41.1,-14.63,14.72956242
2069,1,2.01,3.13,39.72,-14.06,19.74900621
2069,2,1.26,0.71,41.44,-13.78,32.98924422
2069,3,1.52,3.49,40.71,-13.8,26.74672943
2070,Pooled,2.74,2.71,43.83,-14.05,15.99677678
2071,Pooled,2.52,1.79,40.53,-13.9,16.06929991
2072,Pooled,2.76,3.05,41.07,-13.79,14.8877562
2074,1,3.07,3.99,41.55,-13.98,13.54606032
2074,2,2.73,2.37,41.69,-14.07,15.2797162
2074,3,2.71,2,39.53,-14.14,14.61455237
2075,Pooled,2.98,4.83,41.87,-14,14.04689357
2076,1,2.72,3.6,44.76,-14.27,16.47215539
2076,2,2.52,3.1,43.52,-14.53,17.27410132
2076,3,2.73,3.42,41.78,-13.73,15.3281565
2077,1,3.16,1.52,42.88,-14.24,13.56961306
2077,2,3.11,0.56,41.87,-14.76,13.47029606
2078,Pooled,3.62,1.37,41.44,-13.89,11.4336537
2079,1,2.85,2.77,39.93,-13.81,13.99734931
2079,2,2.6,2.29,41.51,-13.69,15.93693735
2079,3,3.29,2.22,43.46,-14.41,13.20412047
2080,1,3.04,3.41,42.71,-14.33,14.05055054
2080,2,2.89,2.46,40.9,-14.8,14.15676839
2080,3,3.6,2.96,42.48,-15,11.78960421
2081,Pooled,2.64,8.17,41.87,-14.11,15.85245839
2082,Pooled,2.28,3.29,42.67,-13.76,18.72681717
2083,Pooled,2.49,2.4,41.05,-13.32,16.51393501
2084,Pooled,3.54,1.56,40.78,-14.21,11.50406338
2085,1,2.49,2.13,42.14,-14.28,16.89100613
2085,2,2.27,2.19,40.59,-14.34,17.89837591
2085,3,2.45,1.69,39.69,-14.26,16.20884729
2086,Pooled,2.84,1.47,42.32,-14.17,14.91587941
2087,Pooled,3.14,1.8,42.29,-13.93,13.46324726
2088,Pooled,1.8,3.01,40.91,-14.09,22.6755631
2089,Pooled,2.45,3.8,41.46,-13.78,16.94921083
2090,Pooled,3.34,2.21,43.54,-14.04,13.02627138
2091,Pooled,2.87,0.88,43.5,-14.43,15.15445381
2092,Pooled,3.03,2.17,38.92,-13.97,12.83681007
2093,Pooled,2.83,1.26,42.34,-13.14,14.93815181
2094,Pooled,3.09,2.17,45.62,-14.06,14.75574075
2095,Pooled,1.98,1.21,42.56,-13.04,21.49884583
2096,Pooled,1.13,1.23,40.61,-13.13,35.90557697
2098,Pooled,1.94,2.67,42.05,-13.45,21.72969942
2099,1,2.43,1.38,40.23,-13.98,16.58322043
2099,2,2.18,0.76,42.2,-13.96,19.35520068
2099,3,1.71,1.76,41.35,-13.68,24.12951618
2100,Pooled,2.1,0.2,41.82,-13.87,19.88189256
2101,1,1.92,2.2,44.22,-13.62,23.03379193
2101,2,2.76,2.05,42.73,-13.82,15.468592
2101,3,2.63,3.21,43.05,-13.69,16.35082187
2102,Pooled,3.04,0.82,42.52,-13.79,14.00419572
2103,1,2.54,1.9,42.01,-13.95,16.56030788
2103,2,1.97,1.01,40.18,-13.34,20.44404997
2103,3,2.57,2.19,41.87,-13.61,16.27818199
2105,Pooled,2.47,2.38,41.57,-13.62,16.84134217
2106,Pooled,2.6,0.72,41.94,-14.09,16.10274797
2107,Pooled,2.44,1.6,41.44,-13.46,17.00086031
2108,Pooled,3.04,2,43.44,-13.98,14.27999075
2109,Pooled,2.69,1.99,41.33,-13.44,15.34645378
2111,1,2.58,1.33,41.21,-14.11,15.97782996
2111,2,2.38,0.58,42.1,-14.1,17.70672815
2111,3,2.82,2.31,42.93,-14.13,15.23907887
2112,Pooled,3.16,3.75,42.95,-14.23,13.58383214
2113,Pooled,3.11,1.95,44.69,-14.24,14.37414552
2114,1,3.96,2.42,44.2,-14.85,11.16434949
2114,2,3.4,0.04,43.17,-14.35,12.69780501
2114,3,2.81,2.05,42.84,-14.74,15.22585848
2115,Pooled,3.32,1.3,43.25,-13.96,13.04289543
2116,Pooled,2.24,1.5,41.45,-14.55,18.46835091
2117,Pooled,3.17,1.99,42.44,-14.27,13.39956349
2118,Pooled,2.61,1.31,41.68,-14.13,15.97453194
2119,1,3.25,1.22,41.18,-14.23,12.67957503
2119,2,3.03,2.08,42.17,-14.03,13.90022429
2119,3,3.3,2.29,42.59,-13.86,12.92506907
2120,1,3.02,0.91,41.97,-14.08,13.89221944
2120,2,1.95,1.05,41.02,-14.67,21.07253368
2120,3,2.56,4.56,41.82,-14.22,16.32475075
2121,Pooled,1.75,2.77,43.41,-13.31,24.7435763
2122,1,2.64,1.01,42.23,-14.96,15.96815874
2122,2,3.08,0.57,42.58,-15,13.8233603
2122,3,2.9,0.6,42.78,-14.88,14.74755357
2123,Pooled,2.94,1.57,44.34,-14.37,15.06873719
2124,Pooled,3.42,1.68,41.86,-13.31,12.25722323
2125,Pooled,3.19,1.9,42.42,-14.4,13.28693357
2126,Pooled,2.69,2.8,42.01,-13.56,15.63010575
2127,1,3.35,1.63,43.88,-13.24,13.08322712
2127,2,2.62,1.2,44.03,-13.92,16.82910573
2127,3,3.46,0.54,43.75,-13.38,12.65027043
2128,Pooled,3.31,4.62,41.4,-14.01,12.49572887
2129,1,2.41,4.79,42.11,-13.53,17.49855424
2129,2,1.88,2.34,41.82,-13.53,22.29036576
2129,3,3.32,2.07,41.75,-14.12,12.569002
2130,Pooled,2.47,0.53,42.57,-13.34,17.20232319
2131,Pooled,2.03,3.6,36.41,-14.08,17.96312686
2133,Pooled,3.08,2.66,43.04,-12.76,13.97502165
2134,1,2.86,3.16,42.11,-13.98,14.74046761
2134,2,2.66,1.85,42.26,-14.4,15.91639695
2134,3,2.8,2.45,41.19,-14.45,14.68619472
2135,1,2.79,2.71,40.56,-14.69,14.53618147
2135,2,2.89,3.28,41.3,-14.22,14.29887087
2135,3,2.67,2.19,42.72,-14.04,16.01500432
2136,Pooled,3.38,5.36,42.04,-14.29,12.4285613
2137,Pooled,2.8,2.31,42.12,-13.26,15.05099669
2138,Pooled,2.44,1.34,41.81,-13.42,17.16612872
2139,1,3,2.38,40.42,-14.13,13.47894643
2139,2,2.82,2.39,40.88,-14.24,14.50409833
2139,3,2.61,1.81,42.06,-14.02,16.109889
2140,Pooled,2.74,0.38,42.87,-14.12,15.62258086
2141,Pooled,2.62,2.45,42.05,-14.97,16.04244534
2142,Pooled,2.96,1.57,43.03,-14.36,14.53848833
2143,Pooled,3.23,2.91,40.36,-13.95,12.4989728
2144,1,2.74,3.75,42.34,-13.78,15.43703255
2144,2,2.8,2.54,43.04,-13.64,15.36309052
2144,3,2.7,3.03,41.32,-13.82,15.29659125
2145,Pooled,2.53,3.16,43.49,-13.29,17.18743501
2146,1,2.96,2.13,42.26,-14.52,14.26963412
2146,2,2.08,0.55,43.17,-13.33,20.7170041
2146,3,2.46,-0.39,42.45,-13.87,17.22426317
2147,Pooled,2.33,2.47,40.25,-13.99,17.24188106
2148,Pooled,3.51,3.2,42.8,-14.32,12.1862275
2149,Pooled,2.51,2.52,41.75,-13.87,16.62036667
2150,1,2.66,2.02,42.52,-14.36,16.0120903
2150,2,3.14,3.57,42.58,-14.29,13.55507013
2150,3,3.1,2.18,42.73,-14.32,13.7694018
2151,1,3.19,1.23,43.65,-14.6,13.68958465
2151,2,2.38,0.46,42.73,-14.22,17.94213224
2151,3,2.5,0.34,43.01,-14.53,17.22735606
2152,Pooled,3.05,2.23,42.28,-13.74,13.86260498
2153,1,1.96,3.05,42.79,-13.23,21.8323943
2153,2,2.34,2.37,42.07,-13.34,17.97315447
2153,3,1.5,3.45,42.25,-13.27,28.10976151
2154,Pooled,2.37,1.77,41.1,-13.82,17.3735552
2155,Pooled,2.88,1.66,40.89,-13.79,14.18942417
2156,1,1.17,1.49,40.98,-13.22,35.06961932
2156,2,1.23,-0.15,41.7,-13.07,33.79524115
2156,3,1.65,2.34,41.68,-13.39,25.21881759
2157,1,2.71,4.53,42.28,-13.93,15.61508007
2157,2,2.48,4.65,41.75,-13.84,16.81253616
2157,3,2.57,3.01,40.35,-14.1,15.672525
2158,1,2.38,3.59,42.57,-14.52,17.88963966
2158,2,3.23,3.82,43.18,-14.73,13.36621328
2158,3,2.44,3.19,41.54,-14.12,17.05468088
2159,1,3.09,1.79,43.03,-13.55,13.91371578
2159,2,2.55,1.22,42.27,-13.5,16.60588644
2159,3,3.27,1.73,43.32,-13.7,13.26319001
2160,1,3.38,3.06,42.45,-14.24,12.54774236
2160,2,2.71,4.02,42.14,-13.73,15.54515743
2160,3,3.58,4.28,42.56,-14.02,11.88896171
2161,1,3.17,2.21,41.45,-14.53,13.06814401
2161,2,3.34,2.42,41.2,-14.19,12.32398765
2161,3,3.35,1.72,41.3,-14.5,12.34647435
2162,Pooled,3.51,0.77,43.19,-14.01,12.30494857
2163,1,2.64,1.98,42.97,-14.02,16.25390664
2163,2,2.75,1.18,43.79,-14.09,15.92551847
2163,3,2.96,4.11,43.29,-14.11,14.63534438
2164,Pooled,3.53,1.35,43.9,-14.38,12.43069882
2165,Pooled,3.58,2.06,41.16,-14.38,11.49457492
2166,Pooled,2.92,1.59,42.73,-14.19,14.6211885
2167,1,2.97,1.87,40.02,-14.04,13.46304524
2167,2,2.15,0.98,41.31,-13.59,19.24159335
2167,3,1.92,1.62,40.64,-13.44,21.19156365
2168,Pooled,2.48,3.86,41.84,-13.86,16.89343566
2169,Pooled,2.54,3.7,42.73,-13.96,16.8341959
2170,Pooled,3.19,-0.57,43.26,-14.46,13.56552536
2171,1,3.07,0.87,43.27,-13.02,14.093421
2171,2,2.56,0.42,42.14,-13.62,16.44122584
2171,3,1.95,-1.45,42.28,-12.88,21.7098267
2172,Pooled,3.02,0.59,43.16,-13.71,14.29513462
2173,Pooled,3.29,1.03,42.21,-14.79,12.81706698
2174,Pooled,3.27,2.36,42.59,-13.76,13.00839554
2175,Pooled,2.87,1.76,43.26,-13.54,15.09185939
2177,Pooled,1.9,3.69,42.29,-13.66,22.27313284
2178,Pooled,3.86,1.37,42.85,-13.96,11.11555989
2179,1,3.05,1.01,44.18,-13.83,14.49010589
2179,2,3.09,1.16,43.36,-14.28,14.01319481
2179,3,2.63,0.68,43.78,-13.79,16.66997266
2180,Pooled,3.41,2.77,43.96,-14.26,12.88207897
2181,Pooled,2.61,1.56,42.61,-14.08,16.31637159
2182,Pooled,2.9,0.46,44.73,-13.88,15.43109238
2183,1,3.26,3.26,42.9,-13.56,13.16461073
2183,2,2.98,1.82,40.87,-14.4,13.72325269
2184,Pooled,2.83,2.71,39.69,-13.97,14.0137791
2185,Pooled,3.26,4.76,42.08,-13.71,12.90053617
2186,1,2.22,0.34,43.32,-13.4,19.5046067
2186,2,2.09,1.02,41.58,-13.83,19.94160189
2186,3,2.39,1.14,42.32,-14.17,17.68851066
2187,1,2.78,0.66,40.77,-13.88,14.65479322
2187,2,2.23,1.1,41.12,-13.23,18.46315943
2187,3,3.14,0.66,42.88,-14.02,13.66247199
2188,Pooled,2.93,2.6,42.41,-13.4,14.48757321
2189,Pooled,2.36,2.79,41.7,-14.42,17.63654914
2189.2,Pooled,2.72,1.25,41.96,-13.67,15.41305274
2190,Pooled,3.3,1.54,44.15,-13.57,13.36517452
2191,1,3.49,0.95,43.19,-14.19,12.35885878
2191,3,2.77,1.74,42.36,-15.01,15.29779817
2192,Pooled,2.91,3.86,43.1,-13.82,14.79027053
2193,Pooled,1.99,3.37,41.66,-13.73,20.88413566
2194,Pooled,3.45,0.61,42.73,-14.29,12.39361696
2195,Pooled,3.38,0.63,42.88,-13.94,12.70497633
2196,Pooled,2.09,2.22,43.01,-13.89,20.57802437
2197,Pooled,2.85,1.07,42.7,-13.18,15.00351854
2198,1,3.97,1.7,44.01,-14.95,11.07567451
2198,2,3.52,2.54,44.45,-14.82,12.64269753
2198,3,2.98,0.98,41.65,-14.84,13.95705577
2199,Pooled,3.6,2.14,43.88,-13.69,12.18639178
2200,Pooled,3.18,3.48,42.2,-13.66,13.2801673
2201,Pooled,2.66,3.65,42.11,-13.54,15.85734741
2202,1,2.33,-1.27,43.28,-13.97,18.59437112
2202,2,1.95,-1.02,41.61,-13.83,21.30027429
2202,3,2.68,0.32,41.02,-14.29,15.2967074
2203,Pooled,3.08,1.94,42.22,-14.12,13.6999333
2204,Pooled,3.22,1.23,43.29,-14.36,13.45115612
2205,1,2.55,0.46,40.78,-13.71,15.99127566
2205,2,2.1,0.47,41.88,-13.5,19.89933314
2205,3,2.54,1.4,40.92,-13.99,16.12880384
2206,Pooled,2.95,4.38,42.82,-14.17,14.54110556
2206.2,Pooled,2.88,2.58,42.67,-13.94,14.79392016
2207,Pooled,1.87,2.21,39.95,-13.65,21.34398203
2208,Pooled,2.5,3.59,39.76,-13.84,15.91003678
2209,Pooled,2.58,3.92,42.6,-14.07,16.51672798
2210,1,3.24,2.48,43.73,-14.02,13.50906217
2210,2,2.35,1.25,42.31,-13.63,18.04067738
2210,3,2.88,0.63,43.77,-13.52,15.20838757
2211,Pooled,2.91,2.34,42.3,-13.69,14.55580679
2212,Pooled,2.97,0.6,43.38,-14.03,14.63119289
2213,Pooled,2.8,2.32,42.97,-14.2,15.35794118
2214,Pooled,2.79,1.65,42.21,-14.25,15.12182072
2215,Pooled,3.44,1.77,43.07,-14.01,12.53303265
2216,Pooled,3.81,4.17,43.14,-13.76,11.32417148
2217,Pooled,3.5,4.53,44.07,-13.84,12.5823388
2218,1,3.04,2.27,42.49,-14.08,13.97307058
2218,2,2.66,0.27,39.52,-15.29,14.85451511
2218,3,2.79,1.87,43.09,-13.74,15.45743652
2219,Pooled,3.18,1.98,41.45,-14.12,13.02493401
2220,Pooled,2.03,0.74,41.17,-13.29,20.23357888
2221,Pooled,3.5,1.72,42.62,-14.25,12.18823688
2222,Pooled,3.45,3.26,43.66,-14.24,12.67220652
2223,Pooled,2.73,0.65,43.02,-14.04,15.73341098
2224,Pooled,2.95,4.22,43.42,-13.54,14.73855194
2226,Pooled,3.54,1.68,44.09,-14.15,12.44859685
2227,1,1.89,1.07,42.48,-13.6,22.51787892
2227,2,2.04,3.26,43.51,-13.44,21.35491275
2227,3,2,0.51,43.25,-13.33,21.6664987
2228,Pooled,2.44,1.95,40.47,-13.62,16.58564793
2229,Pooled,2.18,0.32,38.71,-13.5,17.76071297
2230,1,2.8,2.33,41.86,-14.21,14.95214978
2230,2,1.71,1.06,41.49,-13.85,24.32019324
2230,3,2.21,3.02,42.28,-13.22,19.16404847
2231,Pooled,3.5,0.75,43.12,-14.74,12.32527298
2233,Pooled,3.44,2.57,42.05,-13.84,12.23263341
2234,1,2.47,0.96,42.56,-14.1,17.24612666
2234,2,2.39,0.93,43.29,-14.21,18.1212092
2234,3,2.67,0.12,42.11,-14.19,15.74584063
2235,Pooled,2.63,0.99,42.07,-13.76,15.99224789
2236,Pooled,3,1.77,39.45,-13.85,13.14428475
2237,Pooled,2.89,2.11,42.13,-14.03,14.60358817
2238,Pooled,2.06,2.37,41.79,-14.44,20.25298348
2239,Pooled,3.08,1.95,42.11,-13.66,13.6597832
2240,Pooled,3.39,2.91,43.51,-14.09,12.81858085
2241,1,2.51,5.32,42,-13.83,16.73076285
2241,2,2.16,3.63,42.63,-13.82,19.69225193
2241,3,1.97,4.2,41.94,-13.42,21.32610503
2242,Pooled,2.93,1.98,42.95,-14.39,14.67754764
2243,Pooled,2.83,0.33,42.46,-13.6,15.01667511
2244,Pooled,3.11,1.26,42.96,-14.25,13.80928091
2245,1,3.39,3.91,43.39,-14.11,12.80188985
2245,2,2.77,3.46,43.56,-13.8,15.72212404
2245,3,3.32,1.47,43.47,-14,13.096126
2246,Pooled,2.99,1.06,44.54,-13.87,14.90363761
2247,Pooled,3.01,1.59,43.31,-13.93,14.39647216
2248,Pooled,3.22,3.15,42.65,-14.28,13.23562341
2249,3,3.05,3.08,41.42,-13.99,13.58414973
2250,Pooled,3.15,1.9,41.86,-14.49,13.28923731
2251,Pooled,2.82,0.34,41.37,-13.82,14.64892465
2252,Pooled,3.88,2.14,42.69,-14.33,10.99248557
2253,Pooled,2.69,1.33,42.53,-14.35,15.79498222
2254,Pooled,3.35,1.53,45.8,-14.23,13.66373362
2255,Pooled,2.87,2.11,41.89,-13.75,14.5959374
2256,Pooled,3.35,3.15,44.98,-13.42,13.40969162
2257,Pooled,2.58,3.76,41.58,-13.98,16.08550227
2258,1,3.11,1.87,43.01,-14.6,13.82385006
2258,2,3.21,2.1,44.11,-14.48,13.75737677
2258,3,3.17,1.56,43.35,-13.93,13.68407192
2259,1,3.27,0.46,40.67,-13.99,12.42526025
2259,2,3.44,1.47,40.92,-14.21,11.89617919
2259,3,3.27,0.82,38.42,-14.56,11.73707116
2260,Pooled,2.93,1.24,43.67,-14.28,14.89891469
2261,1,2.33,2.66,41.18,-14.27,17.69894266
2261,2,2.4,2.76,41.62,-14.31,17.31999034
2261,3,3.03,2.2,40.68,-14.42,13.41808574
2262,Pooled,2.12,1.04,40.19,-14.18,18.93104459
2263,Pooled,1.85,2.22,40.46,-13.43,21.8510228
2264,Pooled,2.71,3.33,41.17,-13.46,15.20590232
2265,Pooled,2.58,5.04,41.46,-14.38,16.05870611
2266,Pooled,2.64,2.83,42.75,-13.37,16.1943876
2267,1,3.19,0.99,40.69,-14.08,12.77599345
2267,2,3.28,1.36,41.7,-14.13,12.70497439
2267,3,3.62,1.57,43.05,-14.4,11.89022853
2268,Pooled,3.43,2.17,42.83,-14.16,12.47470846
2269,Pooled,3.09,3.01,42.47,-13.9,13.74588151
2270,Pooled,2.46,1.59,41.97,-14.36,17.09285789
2271,1,3.24,2.74,44.01,-14.83,13.59956806
2271,2,3.56,1.67,43.14,-14.45,12.11551857
2271,3,3.99,2.78,43.72,-14.06,10.95914389
2272,Pooled,3.66,1.45,41.5,-15.02,11.33046514
2273,Pooled,3.06,3.12,42.28,-14.19,13.80688349
2274,1,2.53,3.06,42.18,-13.52,16.70111827
2274,2,2.36,1.21,42.11,-13.88,17.82218794
2274,3,2.96,2.66,41.63,-13.97,14.04470869
2275,1,2.77,1.26,41.53,-13.83,15.01168443
2275,2,2.78,3.67,41.16,-13.83,14.79145525
2275,3,2.89,1.52,41.54,-13.96,14.35751361
2276,Pooled,3.61,1.78,44.1,-14.19,12.21852131
2277,Pooled,2.7,1.94,44.74,-13.85,16.55069859
2278,Pooled,2.24,1.86,41.93,-13.96,18.68529056
2279,Pooled,2.07,2.21,40.83,-13.82,19.76488024
2280,Pooled,2.86,4.12,41.98,-13.85,14.65318934
2281,Pooled,3.19,3.29,41.44,-14.6,13.01196078
2282,1,2.48,3.27,42.75,-14.01,17.22340098
2282,3,2.24,1.57,42.95,-13.72,19.1392379
2283,Pooled,2.72,2.34,41.76,-13.84,15.36140873
2284,Pooled,2.77,2.99,42.78,-14.32,15.45392968
2285,Pooled,3.12,2.96,42.08,-13.75,13.47225056
2286,Pooled,3.16,3.61,43,-14.7,13.61051276
2287,Pooled,2.5,2.37,40.95,-14.02,16.40898599
2288,Pooled,3.86,5.38,44.98,-14.09,11.65802696
2289,Pooled,3.12,2.57,42.88,-13.69,13.72331775
2290,Pooled,2.42,0.83,40.93,-13.79,16.90036277
2291,Pooled,1.34,1.16,38.65,-13.6,28.90191314
2292,Pooled,3.34,4,41.57,-13.73,12.44109728
2293,Pooled,2.63,3.82,42.34,-13.03,16.10436179
2294,Pooled,3.28,2.45,42.72,-13.45,13.04456753
2295,1,2.27,1.84,40.54,-14.27,17.82435936
2295,2,2.18,-0.41,42.46,-13.09,19.49567953
2295,3,2.34,2.3,41.9,-13.94,17.92183486
2296,1,2.62,3.94,43.51,-13.85,16.61938065
2296,2,2.14,3.37,42.78,-13.53,20.02255349
2296,3,2.65,3.37,43.55,-13.33,16.45766012
2297,Pooled,2.27,1.65,42.33,-13.41,18.62974241
2299,Pooled,2.7,2.17,42.5,-14.5,15.73809279
2300,Pooled,3.15,2.48,41.72,-14.43,13.23623564
2301,Pooled,2.44,2.82,41.93,-13.49,17.1752017
2302,Pooled,3.28,1.85,42.12,-14.65,12.83595049
2304,Pooled,4.5,3.77,44.8,-14.54,9.965021547
2305,1,2.03,0.5,39.83,-14.88,19.61379344
2305,2,2.77,1.37,41.48,-14.78,14.98450204
2305,3,3.02,0.39,41.3,-14.62,13.68517729
2306,1,1.89,2.37,42.6,-14.58,22.49207846
2306,2,2.32,1.57,43.48,-14.62,18.7108339
2306,3,2.51,2.62,42.29,-14.1,16.82965007
2307,Pooled,2.15,2.61,40.5,-13.72,18.81476493
2308,1,2.85,2.36,43.24,-14.46,15.17573545
2308,2,2.32,2.15,41.87,-13.74,18.0394003
2309,Pooled,2.51,2.31,43.99,-14.43,17.50571178
2311,Pooled,1.89,1.81,42.14,-14.28,22.23991138
2312,Pooled,3.79,2.5,43.1,-13.79,11.38247399
2313,Pooled,2.62,2.52,41.46,-13.61,15.79914359
2314,Pooled,2.87,-0.16,42.02,-13.79,14.62076405
2315,Pooled,2.54,2.54,40.93,-14.07,16.14021899
2316,Pooled,4.64,2.69,43.1,-14.26,9.282288429
2317,Pooled,2.25,4.39,41.6,-13.19,18.47120385
2318,1,2.7,1.8,43.12,-13.69,15.96928563
2318,2,2.05,1.36,41.27,-13.46,20.15330054
2318,3,2.29,1.86,41.59,-13.64,18.17350611
2319,Pooled,3.03,3.25,42.8,-14.05,14.13172811
2320,Pooled,2.69,2.91,41.65,-13.75,15.49368196
